transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
3878|2023-01-08|07:40:35|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
3879|2023-01-08|07:43:08|1|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
3880|2023-01-08|07:46:29|2|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
3881|2023-01-08|07:52:12|1|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
3882|2023-01-08|07:52:12|1|8|Hell's Kitchen|78|4.5|Bakery|Scone|Scottish Cream Scone 
3883|2023-01-08|07:53:00|2|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
3884|2023-01-08|07:53:11|2|5|Lower Manhattan|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
3885|2023-01-08|07:53:11|1|5|Lower Manhattan|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
3886|2023-01-08|07:53:43|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
3887|2023-01-08|07:53:44|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
3888|2023-01-08|07:55:17|2|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
3889|2023-01-08|07:59:01|1|5|Lower Manhattan|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
3890|2023-01-08|07:59:50|1|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
3891|2023-01-08|08:00:04|1|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
3892|2023-01-08|08:00:32|2|8|Hell's Kitchen|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
3893|2023-01-08|08:00:32|1|8|Hell's Kitchen|74|3.5|Bakery|Biscotti|Ginger Biscotti
3894|2023-01-08|08:03:13|2|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
3895|2023-01-08|08:03:13|2|8|Hell's Kitchen|64|0.8|Flavours|Regular syrup|Hazelnut syrup
3896|2023-01-08|08:03:28|2|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
3897|2023-01-08|08:07:10|1|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
3898|2023-01-08|08:07:10|1|5|Lower Manhattan|6|21.0|Coffee beans|Gourmet Beans|Ethiopia
3899|2023-01-08|08:07:41|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
3900|2023-01-08|08:08:17|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
3901|2023-01-08|08:08:17|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
3902|2023-01-08|08:09:07|1|3|Astoria|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
3903|2023-01-08|08:10:25|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
3904|2023-01-08|08:10:25|1|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
3905|2023-01-08|08:12:28|1|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
3906|2023-01-08|08:12:57|1|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
3907|2023-01-08|08:12:57|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
3908|2023-01-08|08:12:58|2|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
3909|2023-01-08|08:13:57|1|3|Astoria|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
3910|2023-01-08|08:13:57|1|3|Astoria|15|9.25|Loose Tea|Green tea|Serenity Green Tea
3911|2023-01-08|08:14:49|2|5|Lower Manhattan|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
3912|2023-01-08|08:17:35|2|5|Lower Manhattan|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
3913|2023-01-08|08:17:35|1|5|Lower Manhattan|6|21.0|Coffee beans|Gourmet Beans|Ethiopia
3914|2023-01-08|08:17:50|1|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
3915|2023-01-08|08:18:21|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
3916|2023-01-08|08:20:50|1|5|Lower Manhattan|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
3917|2023-01-08|08:20:50|1|5|Lower Manhattan|77|3.0|Bakery|Scone|Oatmeal Scone
3918|2023-01-08|08:21:00|2|5|Lower Manhattan|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
3919|2023-01-08|08:21:01|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
3920|2023-01-08|08:21:01|2|3|Astoria|78|4.5|Bakery|Scone|Scottish Cream Scone 
3921|2023-01-08|08:22:29|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
3922|2023-01-08|08:23:24|1|3|Astoria|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
3923|2023-01-08|08:23:30|1|5|Lower Manhattan|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
3924|2023-01-08|08:24:39|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
3925|2023-01-08|08:26:31|1|8|Hell's Kitchen|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
3926|2023-01-08|08:26:31|1|8|Hell's Kitchen|16|8.95|Loose Tea|Chai tea|Traditional Blend Chai
3927|2023-01-08|08:30:44|2|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
3928|2023-01-08|08:31:00|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
3929|2023-01-08|08:31:00|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
3930|2023-01-08|08:31:00|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
3931|2023-01-08|08:31:47|2|5|Lower Manhattan|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
3932|2023-01-08|08:33:55|1|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
3933|2023-01-08|08:34:30|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
3934|2023-01-08|08:35:33|2|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
3935|2023-01-08|08:36:40|1|5|Lower Manhattan|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
3936|2023-01-08|08:38:43|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
3937|2023-01-08|08:39:36|2|5|Lower Manhattan|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
3938|2023-01-08|08:41:40|1|5|Lower Manhattan|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
3939|2023-01-08|08:41:40|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
3940|2023-01-08|08:42:08|2|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
3941|2023-01-08|08:42:32|1|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
3942|2023-01-08|08:42:38|1|8|Hell's Kitchen|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
3943|2023-01-08|08:43:05|2|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
3944|2023-01-08|08:47:56|1|8|Hell's Kitchen|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
3945|2023-01-08|08:49:04|2|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
3946|2023-01-08|08:49:04|1|5|Lower Manhattan|9|22.5|Coffee beans|Organic Beans|Organic Decaf Blend
3947|2023-01-08|08:55:29|2|3|Astoria|37|3.0|Coffee|Barista Espresso|Espresso shot
3948|2023-01-08|08:56:12|1|8|Hell's Kitchen|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
3949|2023-01-08|08:57:11|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
3950|2023-01-08|08:57:11|2|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
3951|2023-01-08|08:57:28|1|5|Lower Manhattan|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
3952|2023-01-08|08:57:28|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
3953|2023-01-08|08:57:28|1|5|Lower Manhattan|74|3.5|Bakery|Biscotti|Ginger Biscotti
3954|2023-01-08|08:57:28|1|8|Hell's Kitchen|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
3955|2023-01-08|08:57:44|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
3956|2023-01-08|08:58:14|1|3|Astoria|38|3.75|Coffee|Barista Espresso|Latte
3957|2023-01-08|08:58:14|1|3|Astoria|38|3.75|Coffee|Barista Espresso|Latte
3958|2023-01-08|08:58:14|1|3|Astoria|38|3.75|Coffee|Barista Espresso|Latte
3959|2023-01-08|08:59:55|2|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
3960|2023-01-08|09:01:29|1|8|Hell's Kitchen|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
3961|2023-01-08|09:02:00|1|5|Lower Manhattan|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
3962|2023-01-08|09:03:07|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
3963|2023-01-08|09:04:52|1|5|Lower Manhattan|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
3964|2023-01-08|09:05:15|1|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
3965|2023-01-08|09:10:50|2|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
3966|2023-01-08|09:10:50|2|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
3967|2023-01-08|09:10:50|1|5|Lower Manhattan|78|4.5|Bakery|Scone|Scottish Cream Scone 
3968|2023-01-08|09:12:05|1|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
3969|2023-01-08|09:12:22|1|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
3970|2023-01-08|09:13:06|1|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
3971|2023-01-08|09:13:06|2|5|Lower Manhattan|1|18.0|Coffee beans|Organic Beans|Brazilian - Organic
3972|2023-01-08|09:13:19|2|8|Hell's Kitchen|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
3973|2023-01-08|09:13:52|1|3|Astoria|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
3974|2023-01-08|09:14:13|1|5|Lower Manhattan|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
3975|2023-01-08|09:14:13|1|5|Lower Manhattan|77|3.0|Bakery|Scone|Oatmeal Scone
3976|2023-01-08|09:14:15|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
3977|2023-01-08|09:15:22|2|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
3978|2023-01-08|09:15:45|2|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
3979|2023-01-08|09:15:45|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
3980|2023-01-08|09:16:27|2|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
3981|2023-01-08|09:19:09|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
3982|2023-01-08|09:19:09|1|5|Lower Manhattan|78|4.5|Bakery|Scone|Scottish Cream Scone 
3983|2023-01-08|09:19:14|2|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
3984|2023-01-08|09:20:53|2|8|Hell's Kitchen|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
3985|2023-01-08|09:21:59|2|8|Hell's Kitchen|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
3986|2023-01-08|09:21:59|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
3987|2023-01-08|09:24:25|1|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
3988|2023-01-08|09:24:25|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
3989|2023-01-08|09:24:38|1|3|Astoria|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
3990|2023-01-08|09:24:38|2|3|Astoria|75|3.5|Bakery|Pastry|Croissant
3991|2023-01-08|09:25:30|2|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
3992|2023-01-08|09:25:59|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
3993|2023-01-08|09:26:37|1|3|Astoria|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
3994|2023-01-08|09:26:37|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
3995|2023-01-08|09:27:09|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
3996|2023-01-08|09:27:09|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
3997|2023-01-08|09:27:26|1|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
3998|2023-01-08|09:27:26|1|5|Lower Manhattan|3|14.75|Coffee beans|Espresso Beans|Espresso Roast
3999|2023-01-08|09:28:27|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
4000|2023-01-08|09:32:48|2|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
4001|2023-01-08|09:32:48|1|5|Lower Manhattan|74|3.5|Bakery|Biscotti|Ginger Biscotti
4002|2023-01-08|09:33:31|2|5|Lower Manhattan|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
4003|2023-01-08|09:33:37|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
4004|2023-01-08|09:33:43|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
4005|2023-01-08|09:33:43|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
4006|2023-01-08|09:34:26|1|5|Lower Manhattan|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
4007|2023-01-08|09:34:26|3|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
4008|2023-01-08|09:36:07|2|8|Hell's Kitchen|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
4009|2023-01-08|09:38:02|1|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
4010|2023-01-08|09:38:14|1|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
4011|2023-01-08|09:40:37|2|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
4012|2023-01-08|09:40:37|1|8|Hell's Kitchen|17|9.5|Loose Tea|Chai tea|Morning Sunrise Chai
4013|2023-01-08|09:40:45|2|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
4014|2023-01-08|09:41:01|2|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
4015|2023-01-08|09:44:23|2|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
4016|2023-01-08|09:46:13|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
4017|2023-01-08|09:46:47|1|5|Lower Manhattan|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
4018|2023-01-08|09:47:40|1|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
4019|2023-01-08|09:47:40|1|8|Hell's Kitchen|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
4020|2023-01-08|09:47:40|1|8|Hell's Kitchen|4|20.45|Coffee beans|Espresso Beans|Primo Espresso Roast
4021|2023-01-08|09:49:23|2|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
4022|2023-01-08|09:49:23|1|5|Lower Manhattan|77|3.0|Bakery|Scone|Oatmeal Scone
4023|2023-01-08|09:50:57|2|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
4024|2023-01-08|09:52:22|2|3|Astoria|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
4025|2023-01-08|09:53:06|2|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
4026|2023-01-08|09:53:06|1|3|Astoria|70|3.25|Bakery|Scone|Cranberry Scone
4027|2023-01-08|09:58:06|1|8|Hell's Kitchen|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
4028|2023-01-08|09:58:21|2|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
4029|2023-01-08|09:58:21|1|8|Hell's Kitchen|73|3.75|Bakery|Pastry|Almond Croissant
4030|2023-01-08|10:00:02|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
4031|2023-01-08|10:02:21|1|5|Lower Manhattan|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
4032|2023-01-08|10:02:21|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
4033|2023-01-08|10:03:14|2|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
4034|2023-01-08|10:03:14|1|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
4035|2023-01-08|10:03:26|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
4036|2023-01-08|10:03:26|2|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
4037|2023-01-08|10:03:58|1|3|Astoria|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
4038|2023-01-08|10:05:17|2|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
4039|2023-01-08|10:06:06|1|8|Hell's Kitchen|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
4040|2023-01-08|10:06:06|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
4041|2023-01-08|10:06:52|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
4042|2023-01-08|10:07:16|2|8|Hell's Kitchen|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
4043|2023-01-08|10:08:52|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
4044|2023-01-08|10:10:02|2|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
4045|2023-01-08|10:10:10|1|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
4046|2023-01-08|10:10:20|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
4047|2023-01-08|10:10:20|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
4048|2023-01-08|10:10:55|1|3|Astoria|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
4049|2023-01-08|10:12:05|1|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
4050|2023-01-08|10:12:05|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
4051|2023-01-08|10:12:05|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
4052|2023-01-08|10:12:05|1|8|Hell's Kitchen|20|7.6|Packaged Chocolate|Organic Chocolate|Sustainably Grown Organic
4053|2023-01-08|10:13:42|1|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
4054|2023-01-08|10:13:42|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
4055|2023-01-08|10:14:53|2|8|Hell's Kitchen|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
4056|2023-01-08|10:14:53|1|8|Hell's Kitchen|77|3.0|Bakery|Scone|Oatmeal Scone
4057|2023-01-08|10:16:56|2|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
4058|2023-01-08|10:19:01|2|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
4059|2023-01-08|10:20:47|2|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
4060|2023-01-08|10:22:03|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
4061|2023-01-08|10:22:03|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
4062|2023-01-08|10:22:32|2|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
4063|2023-01-08|10:22:32|1|5|Lower Manhattan|83|14.0|Branded|Housewares|I Need My Bean! Latte cup
4064|2023-01-08|10:23:37|1|8|Hell's Kitchen|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
4065|2023-01-08|10:24:30|2|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
4066|2023-01-08|10:25:38|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
4067|2023-01-08|10:25:39|1|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
4068|2023-01-08|10:26:06|1|8|Hell's Kitchen|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
4069|2023-01-08|10:27:16|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
4070|2023-01-08|10:27:16|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
4071|2023-01-08|10:27:36|1|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
4072|2023-01-08|10:28:10|2|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
4073|2023-01-08|10:28:10|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
4074|2023-01-08|10:32:44|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
4075|2023-01-08|10:32:44|1|8|Hell's Kitchen|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
4076|2023-01-08|10:36:29|1|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
4077|2023-01-08|10:36:29|1|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
4078|2023-01-08|10:37:59|1|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
4079|2023-01-08|10:37:59|1|5|Lower Manhattan|15|9.25|Loose Tea|Green tea|Serenity Green Tea
4080|2023-01-08|10:38:30|1|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
4081|2023-01-08|10:38:44|2|5|Lower Manhattan|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
4082|2023-01-08|10:39:25|1|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
4083|2023-01-08|10:39:38|1|3|Astoria|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
4084|2023-01-08|10:40:16|1|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
4085|2023-01-08|10:40:23|2|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
4086|2023-01-08|10:40:37|2|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
4087|2023-01-08|10:42:13|2|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
4088|2023-01-08|10:42:25|2|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
4089|2023-01-08|10:42:25|1|8|Hell's Kitchen|74|3.5|Bakery|Biscotti|Ginger Biscotti
4090|2023-01-08|10:42:26|2|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
4091|2023-01-08|10:42:26|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
4092|2023-01-08|10:43:40|2|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
4093|2023-01-08|10:43:40|1|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
4094|2023-01-08|10:43:53|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
4095|2023-01-08|10:43:53|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
4096|2023-01-08|10:44:10|1|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
4097|2023-01-08|10:44:10|1|3|Astoria|3|14.75|Coffee beans|Espresso Beans|Espresso Roast
4098|2023-01-08|10:44:12|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
4099|2023-01-08|10:44:31|1|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
4100|2023-01-08|10:44:31|1|8|Hell's Kitchen|74|3.5|Bakery|Biscotti|Ginger Biscotti
4101|2023-01-08|10:44:54|2|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
4102|2023-01-08|10:44:54|1|8|Hell's Kitchen|77|3.0|Bakery|Scone|Oatmeal Scone
4103|2023-01-08|10:45:57|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
4104|2023-01-08|10:45:57|1|3|Astoria|16|8.95|Loose Tea|Chai tea|Traditional Blend Chai
4105|2023-01-08|10:46:35|2|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
4106|2023-01-08|10:48:06|2|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
4107|2023-01-08|10:50:15|2|5|Lower Manhattan|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
4108|2023-01-08|10:50:30|1|8|Hell's Kitchen|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
4109|2023-01-08|10:51:39|1|5|Lower Manhattan|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
4110|2023-01-08|10:51:39|1|5|Lower Manhattan|77|3.0|Bakery|Scone|Oatmeal Scone
